schema,table,column,inferred_dtype
forestry_and_land_use,water_reservoirs_emissions_sources,other2,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,other6_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,n2o_emissions_factor,empty
forestry_and_land_use,forest_land_clearing_emissions_sources,source_id,string
manufacturing,aluminum_emissions_sources_ownership,lat,string
mineral_extraction,iron_mining_emissions_sources,capacity,empty
waste,solid_waste_disposal_emissions_sources_confidence,n2o_emissions_factor,empty
mineral_extraction,rock_quarrying_country_emissions,end_time,string
transportation,international_shipping_emissions_sources,other5,empty
mineral_extraction,copper_mining_emissions_sources,activity,string
manufacturing,other_manufacturing_emissions_sources_confidence,source_type,string
forestry_and_land_use,water_reservoirs_country_emissions,emissions_quantity_units,string
transportation,international_aviation_country_emissions,temporal_granularity,string
agriculture,synthetic_fertilizer_application_emissions_sources,modified_date,string
mineral_extraction,copper_mining_emissions_sources_ownership,created_date,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,emissions_factor_units,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,ch4_emissions_factor,empty
agriculture,rice_cultivation_emissions_sources,modified_date,string
manufacturing,steel_emissions_sources_ownership,lat,string
fossil_fuel_operations,coal_mining_emissions_sources,other4,string
manufacturing,aluminum_emissions_sources,subsector,string
fossil_fuel_operations,coal_mining_country_emissions,temporal_granularity,string
transportation,domestic_aviation_country_emissions,gas,string
forestry_and_land_use,net_shrubgrass_country_emissions,end_time,string
waste,solid_waste_disposal_emissions_sources_confidence,iso3_country,string
manufacturing,aluminum_emissions_sources,other10_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,iso3_country,string
agriculture,rice_cultivation_emissions_sources_confidence,subsector,string
mineral_extraction,iron_mining_emissions_sources_confidence,source_id,string
transportation,domestic_shipping_emissions_sources_confidence,sector,string
agriculture,cropland_fires_emissions_sources,iso3_country,string
power,electricity_generation_emissions_sources,end_time,string
transportation,road_transportation_emissions_sources_confidence,activity,string
forestry_and_land_use,forest_land_degradation_country_emissions,start_time,string
fossil_fuel_operations,coal_mining_emissions_sources,start_time,string
forestry_and_land_use,net_wetland_emissions_sources,source_id,string
transportation,road_transportation_country_emissions,temporal_granularity,string
waste,solid_waste_disposal_country_emissions,sector,string
power,electricity_generation_emissions_sources,other5,empty
buildings,other_onsite_fuel_usage_country_emissions,subsector,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,source_id,string
agriculture,cropland_fires_emissions_sources_confidence,end_time,string
forestry_and_land_use,forest_land_degradation_emissions_sources,geometry_ref,string
mineral_extraction,iron_mining_country_emissions,temporal_granularity,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,sector,string
forestry_and_land_use,removals_emissions_sources,iso3_country,string
transportation,international_shipping_country_emissions,sector,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,source_name,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,lat,string
transportation,international_aviation_emissions_sources,capacity,string
agriculture,rice_cultivation_emissions_sources,other5,empty
agriculture,manure_management_other_country_emissions,temporal_granularity,empty
mineral_extraction,copper_mining_emissions_sources,emissions_factor,string
manufacturing,steel_emissions_sources,created_date,string
manufacturing,petrochemicals_country_emissions,subsector,string
transportation,international_aviation_emissions_sources_confidence,ch4_emissions,string
agriculture,synthetic_fertilizer_application_emissions_sources,end_time,string
manufacturing,other_manufacturing_emissions_sources,other8_def,empty
agriculture,rice_cultivation_emissions_sources,end_time,string
manufacturing,cement_emissions_sources,other2_def,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,capacity_factor,string
transportation,domestic_aviation_emissions_sources,activity_units,string
power,electricity_generation_emissions_sources_confidence,total_co2e_20yrgwp,string
manufacturing,pulp_and_paper_country_emissions,sector,string
fossil_fuel_operations,coal_mining_emissions_sources,other7_def,string
manufacturing,other_manufacturing_emissions_sources,end_time,string
manufacturing,petrochemicals_emissions_sources,lat,string
waste,solid_waste_disposal_emissions_sources,other6,string
agriculture,synthetic_fertilizer_application_emissions_sources,other5,empty
transportation,domestic_shipping_emissions_sources,other3_def,empty
forestry_and_land_use,net_wetland_country_emissions,gas,string
mineral_extraction,iron_mining_emissions_sources_ownership,end_date,string
agriculture,manure_management_cattle_feedlot_country_emissions,created_date,string
manufacturing,cement_emissions_sources_confidence,ch4_emissions,string
buildings,other_onsite_fuel_usage_country_emissions,start_time,string
manufacturing,other_manufacturing_emissions_sources,other8,empty
mineral_extraction,bauxite_mining_emissions_sources_confidence,activity,string
transportation,domestic_shipping_emissions_sources_confidence,n2o_emissions_factor,empty
agriculture,rice_cultivation_emissions_sources,other4_def,empty
transportation,domestic_shipping_country_emissions,emissions_quantity,string
agriculture,cropland_fires_emissions_sources,temporal_granularity,string
transportation,domestic_shipping_emissions_sources,emissions_factor,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,source_name,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,subsector,string
forestry_and_land_use,forest_land_degradation_country_emissions,subsector,string
forestry_and_land_use,net_forest_land_emissions_sources,activity_units,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,created_date,string
mineral_extraction,iron_mining_emissions_sources_confidence,capacity,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,capacity,string
agriculture,manure_management_cattle_feedlot_emissions_sources,emissions_quantity,string
mineral_extraction,copper_mining_emissions_sources_ownership,end_date,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,capacity,string
forestry_and_land_use,net_wetland_emissions_sources,lat,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other3_def,string
transportation,road_transportation_country_emissions,iso3_country,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,co2_emissions,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,created_date,string
mineral_extraction,sand_quarrying_country_emissions,modified_date,empty
agriculture,cropland_fires_emissions_sources,source_type,empty
agriculture,synthetic_fertilizer_application_emissions_sources,other4_def,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,ultimate_parent_id,string
mineral_extraction,iron_mining_emissions_sources,emissions_factor_units,string
forestry_and_land_use,forest_land_fires_emissions_sources,modified_date,string
forestry_and_land_use,water_reservoirs_emissions_sources,other6_def,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,other2,string
mineral_extraction,copper_mining_emissions_sources,other3,empty
transportation,domestic_shipping_emissions_sources_confidence,iso3_country,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,capacity_factor,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,n2o_emissions_factor,empty
agriculture,manure_management_other_country_emissions,iso3_country,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other10,string
forestry_and_land_use,removals_emissions_sources,temporal_granularity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,source_id,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,end_date,string
manufacturing,other_manufacturing_country_emissions,emissions_quantity,string
mineral_extraction,iron_mining_country_emissions,iso3_country,string
forestry_and_land_use,water_reservoirs_emissions_sources,lon,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,ch4_emissions,string
manufacturing,petrochemicals_country_emissions,start_time,string
transportation,international_shipping_emissions_sources_confidence,capacity_factor,empty
agriculture,cropland_fires_country_emissions,emissions_quantity_units,string
manufacturing,petrochemicals_emissions_sources,source_id,string
power,electricity_generation_emissions_sources,other4_def,string
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,subsector,string
fossil_fuel_operations,coal_mining_emissions_sources,other1_def,string
mineral_extraction,copper_mining_emissions_sources_confidence,created_date,string
manufacturing,aluminum_emissions_sources_confidence,ch4_emissions,string
fossil_fuel_operations,coal_mining_emissions_sources,other8,empty
mineral_extraction,iron_mining_emissions_sources,other9_def,empty
forestry_and_land_use,removals_emissions_sources,source_type,empty
forestry_and_land_use,wetland_fires_emissions_sources,created_date,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,total_co2e_100yrgwp,string
